id,saleprice
2658,126155.2581461703
2718,155233.80004494265
2414,206391.27259437274
1989,104003.12748367223
625,173947.57173198304
333,88711.91426930157
1327,115374.21897175815
858,151067.41693589854
95,174812.84218009817
1568,168659.36169297004
2482,152989.7343193977
1364,123480.15023328917
2584,148213.90450366284
818,275864.47831928317
2673,182274.02445878432
2089,139161.03530419082
1297,139227.27581780567
790,114735.56760327867
2616,206417.91894961766
720,216421.75442799885
222,141217.70765477972
557,120173.8044505106
1148,191078.8855819074
2766,171616.75219899998
534,188833.65746139456
1452,119192.50857997779
630,114802.4164726932
2648,119154.77843647142
125,145494.71326325118
1904,57101.95666000678
1670,113645.31401029625
756,85739.58110121428
717,206687.58717949432
1032,165226.41328307684
852,215402.97730188374
1731,175417.93982287386
2639,135583.94871136494
2071,113842.65815679543
1267,91641.36336633284
1851,193178.314792878
567,138000.29412522353
2439,214825.9238992089
1898,149557.06191239302
647,163660.2132315719
2256,228807.86700213316
979,103930.75767619233
1444,220844.32078642386
2485,113109.95923776994
157,130046.68337602017
88,121096.4687859753
2003,107953.50327602506
186,203282.29915641987
1425,243546.70236637304
2695,127611.89665996685
738,92874.3826803267
395,148707.1578080539
1353,161412.3097110779
1878,149352.83437846665
390,160187.19855074736
1456,232288.53516334074
1103,327021.53740632493
1387,106932.68037395901
2070,156615.5274611265
1199,181231.41633109987
2479,168737.5029044384
501,306650.9603744585
2362,100528.05791999714
1718,185571.15684310015
2188,102048.73833491735
1483,145705.09233533987
2557,81557.90320725169
437,343415.8192064127
2224,188038.73021190602
1628,173840.20013999357
397,137329.79615206172
587,199248.1194628288
971,144392.02717931586
2611,137104.05947420688
1887,93124.2071783815
2399,392264.8344940289
2148,201702.1148112549
304,118777.69298052636
1997,142203.89470993745
2817,131176.8450878826
1431,178924.88440062507
427,333033.9309621561
263,117578.68743766547
598,175758.05799079937
2895,259477.38477149233
687,135941.31622716092
1822,134063.3514260233
2191,122587.8668437709
179,124193.20329352294
1009,209265.3083885857
2010,126748.40187335399
1991,149716.19983725098
1411,202898.64213818824
1721,220137.6176103109
1144,187289.98778370855
593,240678.5104861688
575,310665.98807351897
1249,165129.47225253133
1604,113241.94731661794
1064,510067.97079419077
1923,156833.49219293694
1988,103063.73771811358
2325,168884.42223414843
114,202949.4859726093
2700,172160.10872425034
217,144992.42587360047
343,179758.1881199634
386,234005.0117780366
2005,137489.66794881702
2908,155928.28855519695
1814,239080.84935327212
2446,520927.1633881298
208,121025.29231624218
1679,103236.19790573989
822,355279.27292016306
6,189830.31693338405
1781,449842.4477264845
2397,275919.7637750807
2340,319167.39140881115
1618,172939.72685904853
2843,133095.4915875235
1061,367583.80479810917
2786,121739.30044329667
1935,136929.8919798138
1341,119068.34760022094
521,272739.0090590848
2136,132792.9948659789
996,193815.6036643234
227,133353.46564411477
135,169352.90670452302
1167,155995.1585190284
294,243791.16133958224
1776,203958.24670595024
540,177925.19610051648
1717,183339.7632918004
2303,133544.67090387776
116,180724.38008748862
127,132195.6632937538
1371,136505.09446035261
1014,140689.53220527724
1507,109594.11540923081
702,135453.2529856917
750,152398.93095419422
261,152823.1555992748
1559,53883.75594662386
577,219772.5866264383
2812,203313.0259535862
2080,155549.7316494385
1368,109581.80224624579
2376,112551.79852200777
659,91403.11526939832
1235,142978.6502397512
332,70558.4888091879
1917,142402.0291339326
2094,260686.72981530195
1460,285478.59595735045
1471,207856.02852463775
1509,125420.23235452973
1922,138379.69650636578
433,509353.1045749091
460,297987.119004514
1116,225738.31475799944
1137,172349.694768854
53,162522.4266490396
2354,266083.30148139095
1475,198765.4434557825
1761,549797.2436894715
842,139148.79776381998
2739,189807.5156101556
2509,147314.20508851483
1007,204505.2413811006
2610,183809.52463497355
1952,70174.44497753191
2719,154785.85775272112
2921,67460.24090186495
1966,132991.5542054029
292,97051.16566394607
1204,185576.44433795067
1829,245094.34165807534
2419,190793.59825729486
391,146400.6482485332
798,113168.30924772832
481,203060.54060457065
193,210513.2862552281
555,116704.42148763005
899,75192.9711072261
2357,185776.17695238587
328,120930.28458323551
1356,115630.54219855461
1154,99662.73721924168
1730,174575.62111461395
2249,149618.36565249838
1119,273022.8702588754
2856,141674.7805526434
1394,141560.94375269557
2587,115497.00688747864
61,322046.8254622586
2661,192409.400713859
2711,132293.1283894935
1147,185203.67102180613
757,123998.71744660108
2623,91314.01711752464
2378,121915.89152834931
1413,152048.9877799633
1722,212491.74276440567
1112,214700.81702634407
1623,196155.74124594062
1201,189644.70022815332
1513,124186.4805547535
957,474825.0142688854
1171,270103.94542505057
1145,204005.63591173943
2726,247955.31185516313
703,149062.41524772317
760,125576.55986798054
1964,136808.89540319296
2512,184150.6317813387
159,137774.02320216247
1281,164378.0078818471
468,183670.8787598363
290,117967.0961296024
665,92653.30072325608
1463,263056.3923000223
1792,219502.4196851527
923,141090.9525029597
500,263528.0174433008
1408,211890.1061623508
331,79588.51117890514
170,140396.60330027272
2192,98697.68883339083
2571,309350.6576665821
2314,175971.58722382173
2647,89555.73475815787
422,446233.6919214036
2457,351574.6142065905
1838,193703.75858813594
2805,254060.56149434682
1645,158634.7286977502
1711,291898.4942419635
2825,266757.82818244747
322,358242.6086405735
2103,251984.84344801726
342,118936.73823208106
600,133776.8842544101
488,180140.12533590867
1725,334805.1217612918
2246,285449.3906915764
2847,150855.65084581263
806,252670.56528558675
530,231236.99747252103
963,190222.30830161268
2678,83288.91081058828
171,95041.7278507608
2401,441393.3616008965
805,224204.74286320974
2259,224869.1668379224
1748,191284.49550860748
1361,140263.77455860528
1677,108742.33630775916
1406,152407.87494020676
2322,263664.18147998187
688,147894.16520210064
143,143082.62936188187
804,212419.16064716992
1214,155380.32569866558
2828,131279.72301021306
1999,207335.68940769415
2467,187670.0629674592
2665,160374.41426884738
1538,309994.6593127007
398,122197.63184561534
2822,147365.36077106628
2157,146059.5602404233
1856,198909.6861041161
1269,101930.94132234307
2570,119862.24004780379
2320,241444.1008180962
1517,139785.7952187882
2304,130827.73571285733
1312,85104.04241857515
2012,125319.69853376335
506,253304.4253878781
2865,218650.68007891835
2367,95829.89317627077
554,69778.41636576282
238,135035.36608872033
1954,107655.3574171944
2488,132811.14271597686
2291,50941.13118744327
1969,96552.97649757238
2725,177586.52104897838
1482,145705.09233533987
2763,200362.0888046897
503,254221.80232029164
1584,272908.2643747837
1531,110497.35546638479
2210,163451.31254567095
459,352289.03251975385
556,132795.2592878432
1347,154984.3714612162
1290,57918.970209202496
1388,90063.84077317
1571,342093.7376628484
2754,191569.78723459807
765,132658.8830828502
2494,126447.89984086755
2870,242813.51154414268
7,216659.64652397973
1114,260925.3821175415
2418,284152.2440161406
291,171187.89563541382
18,315608.27097907965
39,387465.10981850483
1001,265858.9230924784
2442,241476.70399748732
616,97230.90051447041
2680,73429.19732264325
1414,124999.56789120985
289,143232.51114079606
40,242461.46787948045
860,124164.0597131488
409,133462.9154145441
673,163353.35795463604
2427,166485.02791361418
2036,212945.94184453692
2564,141222.73201601958
642,160369.0590246984
1008,188495.75922887778
1908,148271.4213758784
2519,214720.01424868125
1369,96630.85828011984
2855,166952.138830496
712,86976.33810450742
1943,117503.28743914817
1958,128801.53621029016
107,164422.81398281315
2295,209462.4979525042
704,109987.16848719364
676,119403.51266363211
259,174811.83957119478
93,286798.67939302605
106,238991.33872465068
2315,181865.76644588105
1050,97306.06962960795
1095,211194.6154127929
2709,153256.62543048424
758,130767.90924056777
1496,158950.84112920257
2370,121176.34249291889
2458,296012.0434075723
2733,129097.78047293
161,240997.269214964
726,152536.45705183566
845,210676.40012485534
947,268588.3994000176
2232,126387.30644607206
2563,156126.82628090127
2299,157537.55115765828
211,64629.585502383765
605,151720.91446476342
1478,217918.7144665115
2247,284450.0632300533
2274,193849.28903267166
2869,213713.44051465276
967,216488.52401554747
2656,140104.80204105278
667,191113.6264975915
1042,108138.79567613779
2023,161327.20698364568
2447,382888.61081706005
2055,110338.21724941698
2275,282400.9898670943
2204,165957.6386487945
1563,283394.60923104524
483,200568.93178789085
796,124149.33847969322
1526,155690.0293696064
2042,107880.05066545936
442,371828.55367363646
1693,317074.462356475
1468,219669.04717275972
1430,184975.78888500185
2605,127633.33360179182
1529,205227.87729920872
335,158610.16266498994
1287,136500.96066977875
31,90057.18622751615
1785,314963.0873183844
82,162666.61591122794
2620,148365.42686675326
252,171383.57522920094
721,45050.084277494694
2165,176120.30616218573
2316,182859.25093249016
775,127993.56300121907
1558,101295.22269330313
17,244523.90571950324
1022,246937.32944001618
925,113688.88519429322
438,270567.0865867096
1270,141321.77522365906
1272,114750.03807646513
215,135076.34427700815
266,227322.58364287263
2402,270694.11559123173
1250,134604.79072266223
1984,145596.25348408014
1279,137453.60339766263
377,256323.42699755565
